Accelerator_Pedal_value,Throttle_position_signal,Engine_speed,Engine_torque,Current_Gear,Vehicle_speed,Indication_of_brake_switch_ON(2)/OFF(1),Time(s)
22.3,39.9,2734,52.3,4,57,1,662
11.3,12.7,2764,28.1,4,58,1,663
6.6,8.5,2118,17.2,5,58,1,664
14.1,13.2,2019,27.3,5,57,1,665
18,16.9,2002,42.2,5,58,1,666
18,17.4,2011,43.8,5,58,1,667
24.6,36.6,2047,49.2,5,59,1,668
21.1,41.8,2087,50.8,5,60,1,669
21.9,24,2119,49.6,5,61,1,670
42.6,80.3,2472,54.3,5,62,1,671
46.5,100,3291,64.5,4,64,1,672
57.4,100,3428,66.8,4,67,1,673
48.4,100,3555,69.1,4,70,1,674
43.7,100,3615,69.5,4,73,1,675
41,100,3706,70.7,4,76,1,676
32.4,91.1,3442,62.5,4,78,1,677
18,54,2791,46.1,5,79,1,678
0,8,2274,7,6,78,1,679
0,9.4,2057,3.5,6,77,1,680
0,8.9,2032,9.8,6,76,1,681
0,8.5,1942,14.1,6,75,1,682
21.9,21.6,2053,44.9,6,74,1,683
24.6,72.8,2005,52.3,6,75,1,684
22.3,75.1,2011,52.3,6,75,1,685
7.4,12.2,2009,31.6,6,75,1,686
16.4,15,2075,32.4,6,75,1,687
17.2,17.9,2043,44.5,6,75,1,688
0,9.9,1985,23,6,74,1,689
19.9,18.8,2026,43.4,6,74,1,690
21.1,23,1986,49.2,6,74,1,691
17.6,20.7,1987,48,6,74,1,692
0,6.6,1919,15.2,6,74,1,693
12.9,11.8,1947,22.3,6,73,1,694
19.9,19.7,1974,45.7,6,73,1,695
19.1,22.1,1962,48.4,6,74,1,696
0,7.1,1918,17.6,6,73,1,697
0,7.1,1806,1.6,6,72,1,698
0,8,1866,0,6,70,1,699
5.9,8.5,1846,18.8,6,69,1,700
9,10.4,1824,21.9,6,68,1,701
15.6,15.5,1816,40.2,6,68,1,702
11.7,14.1,1816,38.7,6,68,1,703
16,14.6,1901,32,6,68,1,704
24.2,54.5,1960,51.2,6,68,1,705
23.4,100,1895,52,6,69,1,706
23.4,100,1863,52.3,6,70,1,707
23.4,100,1879,52,6,70,1,708
23.4,100,1897,51.6,6,71,1,709
23.4,98.6,1915,52,6,72,1,710
26.6,92.5,1934,52.7,6,72,1,711
30.9,100,2024,53.1,6,73,1,712
30.9,100,2768,56.6,5,74,1,713
25.8,75.6,2809,56.6,5,75,1,714
10.2,15,2659,34.4,5,76,1,715
19.9,19.7,2683,41.8,5,76,1,716
22.7,23.5,3224,47.7,5,76,1,717
22.7,23,3768,43.8,4,77,1,718
21.9,22.6,4246,41,4,77,1,719
20.7,21.1,4898,34.4,3,77,1,720
20.3,21.1,4901,33.6,3,77,1,721
18.4,20.2,4896,32,3,77,1,722
15.2,18.8,4869,29.3,3,76,1,723
25,22.6,4859,34.8,3,76,1,724
84.8,86.4,5067,70.3,3,78,1,725
92.2,100,5344,78.5,3,82,1,726
61.3,96.7,5581,75,3,86,1,727
2,13.6,5449,17.2,3,86,1,728
0,17.9,5226,0,3,83,1,729
0,17.4,5053,0,3,81,1,730
0,16.9,4590,0,3,79,1,731
0,14.1,3420,0,4,77,2,732
0,10.8,2212,0,5,75,2,733
0,10.4,1952,2.7,6,73,1,734
10.2,13.2,1925,25,6,72,1,735
12.9,14.6,1906,40.6,6,71,1,736
0,5.2,1762,7.4,6,70,1,737
0,7.5,1765,0,6,68,1,738
4.7,8.5,1761,9.8,6,66,1,739
16.4,14.6,1771,35.2,6,65,1,740
16,17.9,1745,46.5,6,65,1,741
8.6,9.4,1721,25.4,6,64,1,742
14.8,14.6,1706,37.1,6,64,1,743
5.9,9.4,1683,28.5,6,63,1,744
5.1,7.5,1640,15.2,6,62,1,745
7.4,8,1592,18,6,61,1,746
13.3,12.7,1680,31.6,6,60,1,747
15.6,16,1621,42.6,6,60,1,748
18.7,19.3,1592,45.3,6,59,1,749
18.7,26.3,1609,50.4,6,60,1,750
16,20.7,1605,46.9,6,60,1,751
16.8,17.9,1608,45.3,6,60,1,752
10.5,11.3,1604,34,6,60,1,753
21.1,22.6,1602,43.8,6,60,1,754
21.1,70.4,1609,52.7,6,60,1,755
14.8,18.8,1616,44.5,6,60,1,756
21.9,22.1,1623,46.9,6,61,1,757
28.5,85,2166,53.1,5,61,1,758
29.3,100,2405,54.7,5,62,1,759
30.5,100,2320,53.1,5,63,1,760
31.2,100,2272,52.3,5,64,1,761
32.8,100,2261,52.3,5,65,1,762
37.9,100,2260,54.3,5,65,1,763
43.7,100,2997,61.3,4,66,1,764
33.6,99.6,3409,62.5,4,67,1,765
25.8,62,2737,56.3,5,68,1,766
13.7,17.9,2413,36.7,5,68,1,767
25,31.5,2038,46.1,6,67,1,768
30.9,96.7,2507,56.3,5,67,1,769
31.2,100,2549,56.6,5,67,1,770
28.5,90.6,2562,57,5,67,1,771
16.4,19.7,2495,46.5,5,67,1,772
17.6,16.9,2408,37.1,5,66,1,773
13.3,14.1,2349,32.8,5,65,1,774
19.9,20.2,2410,46.1,5,64,1,775
20.3,19.7,2391,45.7,5,64,1,776
27.3,40.9,2423,52.7,5,63,1,777
31.2,98.6,2451,55.9,5,63,1,778
32.4,100,2463,55.9,5,64,1,779
32.8,100,2465,55.5,5,64,1,780
30.1,100,2474,55.5,5,64,1,781
26.2,83.6,2488,55.9,5,64,1,782
30.9,87.3,2488,57,5,65,1,783
32.8,100,2503,57.4,5,65,1,784
33.2,100,2519,57.8,5,66,1,785
37.5,100,2547,58.6,5,66,1,786
25.8,75.6,2540,56.6,5,66,1,787
11.7,14.6,2392,34,5,66,1,788
3.1,8.9,2181,16.8,5,64,1,789
25,23,2373,46.9,5,63,1,790
28.9,60.1,2404,55.5,5,63,1,791
34,100,2444,57.8,5,63,1,792
37.5,100,2474,58.2,5,64,1,793
37.5,100,2496,58.6,5,64,1,794
44.1,100,2695,60.5,5,65,1,795
47.3,100,3411,70.3,4,66,1,796
46.9,100,3461,70.7,4,69,1,797
46.5,100,3472,68.4,4,71,1,798
15.2,33.4,3419,38.3,4,72,1,799
0,8.9,2555,3.1,5,70,1,800
0,9.4,2335,1.2,5,68,1,801
6.6,11.3,2307,16.4,5,66,1,802
9,11.3,2308,27.3,5,65,1,803
14.8,14.1,2203,30.1,5,64,1,804
25,23.5,2174,48.8,5,63,1,805
24.6,61.5,2180,52,5,63,1,806
17.6,20.7,2187,48,5,63,1,807
24.6,21.1,2182,47.3,5,63,1,808
32,74.2,2190,52,5,64,1,809
31.6,100,2210,52,5,64,1,810
30.1,100,2231,52.3,5,65,1,811
31.2,100,2252,52.3,5,65,1,812
32.4,100,2277,52.7,5,66,1,813
30.5,88.3,2301,53.1,5,67,1,814
34,100,2325,53.9,5,68,1,815
35.2,100,2356,55.9,5,68,1,816
28.5,83.6,2388,56.3,5,69,1,817
25.8,53.1,2416,54.7,5,70,1,818
30.1,65.3,2445,55.5,5,71,1,819
25.8,76.5,2482,55.9,5,72,1,820
0.8,8,2299,17.2,5,72,1,821
1.2,6.1,1689,9.4,6,71,1,822
0,5.2,1204,7.4,6,70,1,823
0,5.7,1270,9.4,6,69,1,824
0,5.2,1201,9,6,68,1,825
2.7,6.6,1317,15.2,6,66,1,826
0,5.2,1474,9.8,6,65,2,827
0,6.1,1236,10.9,6,63,1,828
0,6.6,1157,13.3,6,62,1,829
23.4,23,1878,43.4,6,62,1,830
34.8,90.2,2347,55.1,5,63,1,831
37.9,100,2511,57,5,65,1,832
39.1,100,2575,58.6,5,67,1,833
39.5,100,2632,60.2,5,69,1,834
39.8,100,2686,59.8,5,70,1,835
44.1,100,2732,59,5,72,1,836
46.1,100,2786,59,5,74,1,837
50.4,100,3177,65.2,5,76,1,838
49.6,100,3967,74.6,4,79,1,839
43.7,100,4083,75,4,82,1,840
38.7,100,3596,69.9,5,85,1,841
38.3,100,3104,62.5,5,87,1,842
39.1,100,3071,60.5,5,89,1,843
39.1,100,3112,61.3,5,90,1,844
28.9,64.8,3160,59.4,5,92,1,845
25.4,28.2,2710,54.3,6,93,1,846
25.4,41.8,2499,55.9,6,94,1,847
25.4,48.8,2515,57.8,6,94,1,848
25.4,51.7,2538,57.4,6,95,1,849
23,40.9,2559,56.3,6,96,1,850
8.2,12.7,2560,30.5,6,96,1,851
5.1,8,2534,14.1,6,95,1,852
0,7.5,2477,3.1,6,94,1,853
0,10.4,2453,0,6,93,1,854
0,10.4,2408,0,6,91,1,855
0,9.4,2373,0,6,90,1,856
2.7,7.1,2356,12.1,6,89,1,857
5.5,7.5,2333,12.9,6,88,1,858
11.3,10.4,2313,18.8,6,87,1,859
16.8,16,2307,36.3,6,87,1,860
18.7,18.3,2316,44.1,6,87,1,861
18.7,18.8,2329,44.1,6,87,1,862
18.4,18.8,2343,44.5,6,88,1,863
16.8,17.4,2354,42.6,6,88,1,864
17.6,17.9,2363,41.8,6,89,1,865
18.7,18.8,2375,44.1,6,89,1,866
18.7,19.3,2388,44.5,6,90,1,867
18.7,19.3,2400,44.5,6,90,1,868
20.7,20.7,2416,47.3,6,91,1,869
21.1,21.1,2431,48,6,91,1,870
21.1,21.1,2448,48.4,6,92,1,871
15.6,16.9,2457,40.2,6,92,1,872
13.3,14.1,2457,32,6,92,1,873
10.9,11.3,2445,22.3,6,92,1,874
10.5,9.9,2428,19.9,6,91,1,875
10.2,9.4,2409,19.5,6,90,1,876
10.2,9.4,2389,17.6,6,90,1,877
12.5,12.7,2376,26.2,6,89,1,878
10.9,10.8,2365,23.4,6,89,1,879
1.2,7.5,2335,11.3,6,88,1,880
0,8,2292,1.6,6,87,1,881
0,9.9,2262,0,6,85,1,882
0,9.9,2224,0,6,84,1,883
0,9.4,2191,0,6,83,2,884
0,9.4,2152,0,6,81,2,885
0,9.4,2107,0,6,80,2,886
0,9.4,2070,0,6,78,1,887
0,8.9,2036,0,6,77,1,888
2,7.5,2015,6.3,6,76,1,889
6.6,8,2007,16,6,75,1,890
13.7,12.2,1999,26.2,6,75,1,891
16.8,16,2007,40.2,6,75,1,892
17.2,16.9,2023,43,6,76,1,893
12.5,13.2,2034,33.2,6,76,1,894
16,16,2047,40.6,6,77,1,895
6.2,8.9,2052,22.7,6,77,1,896
9.8,8.9,2047,18.4,6,77,1,897
7,8.5,2044,18,6,77,1,898
12.9,12.2,2092,25.8,6,77,1,899
14.1,14.6,2098,36.7,6,77,1,900
7,8.9,2075,23.8,6,78,1,901
3.1,7.1,2068,12.9,6,78,1,902
0,6.1,2049,3.5,6,78,1,903
11.3,10.4,2073,19.1,6,78,1,904
13.7,13.6,2088,32.4,6,78,1,905
5.9,9.4,2103,23.4,6,79,1,906
0,6.1,2072,3.1,6,79,1,907
0,8.9,2079,0,6,79,1,908
0,9.4,2067,0,6,78,1,909
0,9.4,2053,0,6,78,1,910
0,9.4,2050,0,6,78,1,911
0,9.4,2041,0,6,77,1,912
0,9.4,2028,0,6,77,1,913
0,9.4,2023,0,6,77,1,914
0,9.4,2010,0,6,76,2,915
0,8.9,1985,0,6,75,2,916
0,8.9,1967,0,6,74,2,917
0,8.9,1947,0,6,74,1,918
0,8.5,1943,0,6,73,1,919
10.2,9.4,1966,19.1,6,74,1,920
16.4,15.5,2003,36.7,6,75,1,921
12.9,13.2,2020,34,6,76,1,922
11.7,11.8,2045,29.3,6,77,1,923
14.1,13.6,2069,32.4,6,78,1,924
10.2,11.8,2096,31.3,6,79,1,925
0,6.1,2078,5.9,6,79,1,926
0,8.5,2084,0.4,6,79,1,927
0,9.4,2070,0,6,78,1,928
0,9.4,2056,0,6,78,1,929
0,8.9,2049,0,6,78,1,930
8.2,8,2069,15.6,6,78,1,931
10.9,11.3,2083,25.8,6,78,1,932
6.6,8,2093,17.6,6,78,1,933
12.5,12.2,2106,24.6,6,79,1,934
13.7,13.6,2127,32.4,6,80,1,935
13.3,13.6,2154,32.8,6,81,1,936
12.9,12.7,2177,30.1,6,82,1,937
6.6,9.4,2193,21.9,6,82,1,938
0,6.6,2176,5.9,6,82,1,939
0,8.5,2173,0.4,6,82,1,940
0,8.9,2164,0,6,82,1,941
5.5,7.5,2174,14.8,6,82,1,942
6.6,8.5,2180,15.2,6,82,1,943
7,8.5,2184,15.2,6,82,1,944
6.2,8.5,2187,15.2,6,82,1,945
0,6.6,2167,4.7,6,82,1,946
1.6,7.5,2175,7.4,6,82,1,947
2.3,7.1,2168,10.5,6,82,1,948
0,6.6,2137,3.5,6,82,1,949
0,8.9,2152,0,6,81,1,950
0,9.9,2140,0,6,81,1,951
0,9.9,2125,0,6,80,1,952
0,9.4,2108,0,6,80,1,953
0,9.4,2101,0,6,79,1,954
2,8.5,2099,5.5,6,79,1,955
10.5,9.9,2104,19.5,6,79,1,956
10.9,10.8,2096,22.7,6,79,1,957
14.5,15,2100,35.2,6,79,1,958
5.1,9.4,2097,23.8,6,78,1,959
11.3,11.3,2104,22.3,6,78,1,960
11.7,11.8,2067,25.8,6,77,1,961
12.5,12.2,2046,28.9,6,77,1,962
12.9,13.2,2034,31.3,6,76,1,963
12.9,13.2,2025,31.3,6,76,1,964
12.9,13.2,2014,31.6,6,75,1,965
13.3,13.6,2006,33.6,6,75,1,966
13.7,14.1,2000,34.8,6,75,1,967
13.7,14.1,1995,35.2,6,75,1,968
19.5,18.3,2002,41.8,6,75,1,969
27.7,80.3,2015,55.1,6,75,1,970
27.3,100,2029,55.9,6,76,1,971
27.3,100,2049,55.5,6,77,1,972
25.4,90.2,2070,55.1,6,78,1,973
16.8,24,2083,49.6,6,78,1,974
4.3,7.5,2064,19.1,6,78,1,975
0,6.1,2009,2.3,6,76,1,976
0,8.9,1976,0,6,75,1,977
0,8.5,1932,0,6,73,1,978
0,8,1878,0,6,71,2,979
0,7.5,1804,0,6,69,1,980
0,7.5,1760,0,6,67,1,981
0,7.1,1716,0,6,65,1,982
11.7,10.4,1748,23.8,6,64,1,983
11.3,12.2,1744,33.2,6,64,1,984
0,7.1,1694,16,6,64,1,985
14.5,14.1,1774,34.8,6,63,1,986
17.6,18.3,1738,44.9,6,63,1,987
21.9,28.2,1714,50,6,64,1,988
26.6,90.6,1957,54.3,6,64,1,989
28.1,100,2500,56.3,5,66,1,990
28.5,100,2566,57.4,5,67,1,991
24.2,70,2471,55.5,5,69,1,992
18.7,18.8,2286,46.5,6,70,1,993
11.3,12.7,1966,34.4,6,70,1,994
15.2,14.6,1928,37.1,6,70,1,995
17.6,16.5,1904,43.4,6,71,1,996
14.8,15.5,1908,42.6,6,72,1,997
2,8,1904,19.5,6,72,1,998
2.3,7.5,1879,16.8,6,71,1,999
16.8,15.5,1958,36.7,6,71,1,1000
11.3,13.2,1921,37.9,6,72,1,1001
5.5,7.5,1916,18,6,72,1,1002
0,8.5,1847,14.1,6,72,1,1003
11.7,13.6,1968,35.9,6,72,1,1004
0,5.7,1881,7.8,6,72,1,1005
0,8,1878,0,6,71,2,1006
0,8,1812,0,6,69,2,1007
0,7.5,1745,0,6,66,1,1008
2.3,7.5,1745,7.4,6,66,1,1009
6.6,8.5,1762,19.1,6,66,1,1010
0,5.2,1671,5.9,6,66,1,1011
6.2,8,1735,12.1,6,66,1,1012
12.5,11.8,1771,27.3,6,66,1,1013
14.8,15.5,1792,41.8,6,67,1,1014
10.5,11.8,1878,28.1,6,68,1,1015
16.8,16.9,1969,42.2,6,69,1,1016
1.2,7.5,1847,20.7,6,70,1,1017
10.5,9.9,1869,19.5,6,70,1,1018
10.9,11.8,1916,28.5,6,71,1,1019
10.2,10.4,1907,25.4,6,71,1,1020
12.1,12.7,1923,29.7,6,72,1,1021
9.8,10.4,1940,26.2,6,73,1,1022
10.9,11.3,1952,26.2,6,73,1,1023
3.1,8,1959,20.7,6,73,1,1024
11.3,11.8,1997,25,6,74,1,1025
12.1,12.7,1981,32.8,6,74,1,1026
15.2,15,1972,36.3,6,74,1,1027
18,16.9,1985,44.1,6,74,1,1028
18.4,17.9,1996,45.3,6,75,1,1029
18,17.4,2004,45.3,6,75,1,1030
14.5,15,2005,41,6,75,1,1031
5.9,8.9,1988,23.8,6,75,1,1032
5.9,8,1955,16,6,73,1,1033
10.9,10.8,1935,23.4,6,72,1,1034
15.6,14.6,1914,37.1,6,71,1,1035
19.5,18.8,1893,46.5,6,71,1,1036
24.2,41.8,1898,52.3,6,71,1,1037
21.1,52.6,1896,53.5,6,71,1,1038
18.7,23.5,1898,50,6,71,1,1039
16,16,1890,44.5,6,71,1,1040
15.6,14.1,1885,41,6,70,1,1041
15.6,14.6,1876,41,6,70,1,1042
12.1,12.7,1863,39.1,6,70,1,1043
9.4,10.4,1892,23.4,6,69,1,1044
14.8,15.5,1963,41.4,6,68,1,1045
0,5.7,1762,13.3,6,67,1,1046
0,6.6,1694,1.2,6,66,1,1047
4.7,7.5,1705,14.8,6,64,1,1048
0,5.7,1615,5.9,6,63,1,1049
16.8,15.5,1744,36.7,6,62,1,1050
17.2,18.8,1697,45.7,6,62,1,1051
17.2,18.8,1678,45.7,6,63,1,1052
19.1,20.2,1691,46.1,6,63,1,1053
19.9,22.6,1711,48,6,64,1,1054
23.8,37.6,1732,51.2,6,65,1,1055
26.2,98.1,1759,54.3,6,66,1,1056
27,100,1792,54.7,6,67,1,1057
27,100,1828,55.1,6,69,1,1058
27,100,1868,55.5,6,70,1,1059
26.2,100,1905,55.5,6,72,1,1060
18.4,37.6,1945,52,6,73,1,1061
10.5,13.6,1975,37.5,6,74,1,1062
0,6.1,1956,9.4,6,74,1,1063
7.8,8.5,1967,17.2,6,74,1,1064
7,8.5,1962,18.8,6,74,1,1065
1.2,6.6,1949,13.3,6,73,1,1066
4.3,7.1,1938,10.5,6,73,1,1067
0.8,7.1,1935,12.1,6,73,1,1068
10.5,9.9,1948,20.3,6,73,1,1069
10.5,10.8,1949,23.8,6,73,1,1070
14.1,14.1,1960,32.4,6,73,1,1071
13.7,15,1981,39.8,6,74,1,1072
1.6,7.1,1979,14.5,6,74,1,1073
0,6.1,1946,6.3,6,74,1,1074
0,5.7,1907,4.3,6,74,1,1075
6.2,8,1952,12.1,6,73,1,1076
11.3,11.3,1953,23.8,6,73,1,1077
10.2,11.8,1961,28.1,6,74,1,1078
0,6.1,1944,9.8,6,73,1,1079
9,8.9,1954,17.6,6,73,1,1080
9.4,9.4,1948,20.7,6,73,1,1081
10.5,10.8,1945,24.2,6,73,1,1082
11.7,12.2,1948,27.7,6,73,1,1083
12.9,13.6,1957,32.8,6,73,1,1084
12.9,13.6,1968,33.2,6,74,1,1085
16,15.5,1979,39.1,6,74,1,1086
16.8,16.9,1999,44.5,6,75,1,1087
2,7.5,1994,18.8,6,75,1,1088
0,7.5,1955,7.8,6,74,1,1089
20.3,16.9,2043,39.8,6,74,1,1090
61.3,77.5,2799,60.2,6,75,1,1091
62.5,100,3886,71.9,4,77,1,1092
46.5,91.1,4035,71.5,4,81,1,1093
22.7,23.5,3420,49.2,5,83,1,1094
10.2,13.6,2904,30.1,5,83,1,1095
0,8.9,2233,7,6,83,1,1096
12.5,13.2,2237,29.3,6,82,1,1097
13.3,13.2,2191,31.3,6,82,1,1098
17.2,16.9,2197,43,6,83,1,1099
15.2,15.5,2205,39.8,6,83,1,1100
9.4,10.4,2200,26.6,6,83,1,1101
0,6.1,2155,8.2,6,82,1,1102
0,8,2141,6.6,6,81,1,1103
12.9,12.2,2144,26.6,6,80,1,1104
14.5,14.1,2136,33.2,6,80,1,1105
20.7,18.8,2149,46.1,6,81,1,1106
19.1,18.8,2168,47.7,6,81,1,1107
20.7,18.8,2182,46.5,6,82,1,1108
22.3,21.6,2196,50,6,82,1,1109
14.1,15.5,2209,42.6,6,83,1,1110
0,6.1,2173,9,6,82,1,1111
10.2,9.9,2167,16,6,81,1,1112
8.2,9.9,2151,22.3,6,81,1,1113
0,6.1,2091,5.5,6,80,1,1114
0,8,2076,0.4,6,78,1,1115
0,8.9,2034,0,6,77,1,1116
0,8.9,1993,0,6,75,2,1117
0,8.5,1943,0,6,73,1,1118
8.6,8.9,1938,17.6,6,72,1,1119
10.5,10.8,1925,24.6,6,72,1,1120
5.1,9.4,1928,19.9,6,71,1,1121
3.5,8.9,1921,20.3,6,71,1,1122
8.6,10.8,1954,24.6,6,70,1,1123
0,5.2,1712,5.9,6,69,1,1124
16,14.1,1900,30.1,6,69,1,1125
19.9,20.7,1894,47.7,6,69,1,1126
20.3,21.6,1874,48.8,6,70,1,1127
20.3,21.1,1895,48.8,6,71,1,1128
7,11.3,1901,31.6,6,71,1,1129
0,5.7,1782,3.9,6,70,1,1130
0,7.5,1839,0,6,69,1,1131
8.2,10.8,1858,12.5,6,68,1,1132
15.2,14.6,1907,38.7,6,69,1,1133
2.7,8,1834,21.5,6,69,1,1134
8.6,9.4,1837,18.4,6,69,1,1135
0,5.7,1738,10.5,6,68,1,1136
0,7.1,1744,0.8,6,67,1,1137
0,7.5,1726,0,6,66,1,1138
0,7.5,1715,0,6,65,1,1139
0,7.5,1684,0,6,64,1,1140
5.1,8,1681,9.4,6,63,1,1141
11.3,10.8,1701,27,6,63,1,1142
12.1,11.8,1692,31.3,6,63,1,1143
12.1,11.8,1698,31.6,6,64,1,1144
13.7,13.2,1708,34.4,6,64,1,1145
18,17.4,1724,44.1,6,65,1,1146
9.8,12.7,1739,37.5,6,65,1,1147
0,5.2,1661,6.6,6,65,1,1148
0,7.5,1680,0,6,64,1,1149
0,7.1,1661,0,6,63,1,1150
1.2,6.1,1627,10.5,6,62,1,1151
13.7,11.8,1689,24.6,6,62,1,1152
20.3,21.1,1807,48.4,6,62,1,1153
18.4,23,1734,49.2,6,63,1,1154
19.1,21.1,1722,47.3,6,64,1,1155
16,17.9,1740,46.1,6,65,1,1156
10.5,11.8,1752,35.5,6,66,1,1157
1.2,6.1,1710,12.5,6,65,1,1158
0,6.6,1676,1.2,6,64,1,1159
0,7.1,1680,0,6,63,1,1160
7.4,8.5,1681,18.8,6,63,1,1161
10.5,9.9,1668,25,6,62,1,1162
10.5,10.4,1663,26.6,6,62,1,1163
12.1,11.8,1664,30.5,6,62,1,1164
13.3,13.2,1675,36.3,6,63,1,1165
13.3,13.2,1685,37.1,6,63,1,1166
13.3,13.2,1694,36.7,6,63,1,1167
13.3,13.2,1705,36.3,6,64,1,1168
14.1,14.1,1718,38.3,6,64,1,1169
14.1,14.1,1733,39.1,6,65,1,1170
14.1,14.1,1747,39.1,6,65,1,1171
15.2,14.6,1761,41.4,6,66,1,1172
15.6,15,1776,42.2,6,66,1,1173
15.6,15,1794,42.6,6,67,1,1174
16.4,15.5,1810,43,6,68,1,1175
16.4,15.5,1826,43,6,68,1,1176
16.4,15.5,1844,43,6,69,1,1177
16.4,15.5,1861,43.4,6,70,1,1178
19.5,18.3,1885,45.7,6,70,1,1179
21.1,21.6,1903,49.6,6,71,1,1180
21.1,21.6,1927,49.6,6,72,1,1181
21.1,21.1,1948,48.8,6,73,1,1182
21.1,21.1,1966,49.2,6,74,1,1183
21.1,21.1,1988,49.2,6,75,1,1184
21.1,20.7,2011,49.2,6,75,1,1185
15.2,16.5,2029,43.8,6,76,1,1186
8.6,9.9,2047,20.7,6,76,1,1187
13.7,13.2,2085,33.6,6,76,1,1188
12.9,12.7,2034,33.6,6,76,1,1189
10.5,11.3,2020,29.7,6,76,1,1190
0,7.1,1989,11.7,6,75,1,1191
16,15,2049,34.4,6,75,1,1192
10.9,12.7,2012,35.2,6,75,1,1193
0,6.6,1966,10.5,6,74,1,1194
8.6,9.4,1966,19.5,6,74,1,1195
0,5.7,1903,6.6,6,73,1,1196
5.5,8.9,1928,12.5,6,72,1,1197
0,6.1,1876,10.2,6,71,1,1198
0,7.1,1828,1.2,6,70,2,1199
0,8,1787,0,6,68,2,1200
0,7.5,1747,0,6,67,1,1201
0,7.5,1741,0,6,66,1,1202
0.8,7.5,1715,1.2,6,64,1,1203
18.4,16,1805,34.4,6,64,1,1204
27,70.4,2221,55.5,6,65,1,1205
31.2,100,2380,58.2,6,67,1,1206
37.5,100,2639,61.7,5,69,1,1207
41.4,100,2699,62.1,5,70,1,1208
45.7,100,2767,62.5,5,72,1,1209
45.7,100,2833,62.9,5,75,1,1210
48,100,2897,62.9,5,76,1,1211
49.2,100,2962,63.7,5,79,1,1212
49.2,100,3023,64.1,5,81,1,1213
48.4,100,3089,65.6,5,83,1,1214
47.3,100,3149,66.8,5,85,1,1215
47.3,100,3203,68,5,86,1,1216
20.7,44.6,3128,43,5,87,2,1217
0,8.9,2453,2.7,6,85,2,1218
0,9.4,2166,1.2,6,81,2,1219
0,10.4,2039,6.6,6,77,1,1220
43.7,68.6,2546,57,5,76,1,1221
57.4,100,3167,66.4,5,77,1,1222
88.7,100,4299,75.4,4,79,1,1223
94.9,100,5327,81.3,3,82,1,1224
93.4,100,5566,81.6,3,87,1,1225
91.8,100,5774,82,3,91,1,1226
80.5,100,6072,78.5,3,95,1,1227
75.4,100,5732,78.1,3,98,1,1228
36.7,54,4845,53.5,4,100,1,1229
35.2,53.5,3838,59,5,101,1,1230
48,100,3736,75.4,5,103,1,1231
64.4,100,3705,75,5,105,1,1232
68.4,100,3727,75,5,107,1,1233
69.1,100,3747,74.2,5,109,1,1234
69.1,100,3791,70.7,5,110,1,1235
72.3,100,3837,70.3,5,112,1,1236
72.3,100,3878,71.5,5,113,1,1237
68,100,3935,75.8,5,114,1,1238
47.7,86.4,3993,75,5,116,1,1239
62.5,82.2,4177,77,5,117,1,1240
32.8,51.7,4165,50,5,118,1,1241
0,10.8,3450,3.1,5,114,2,1242
0,11.3,2762,0.8,6,102,2,1243
0,9.9,2400,1.2,6,90,2,1244
0,8,2045,1.2,6,81,2,1245
0,5.7,1391,0,6,76,2,1246
0,6.1,1399,9,6,71,2,1247
0,5.2,1352,8.2,6,68,2,1248
0,5.2,1189,9,6,65,2,1249
0,5.2,1043,10.5,6,61,2,1250
0,5.2,961,11.7,6,58,2,1251
0,5.2,952,11.3,6,55,1,1252
0,5.7,1130,13.3,5,53,1,1253
5.1,6.1,1717,15.2,5,52,1,1254
0,5.7,1692,6.6,5,51,1,1255
3.9,7.1,1704,15.2,5,50,1,1256
0,5.7,1520,2,5,48,2,1257
0,5.7,1409,0,5,43,2,1258
0,5.7,1176,8.2,5,36,2,1259
0,6.6,946,15.6,5,31,2,1260
0,6.1,954,14.1,4,28,1,1261
0,6.1,918,14.1,4,26,2,1262
1.6,7.5,1037,19.1,4,25,1,1263
18.7,15,1565,40.2,4,25,1,1264
1.2,8,1460,26.6,4,27,1,1265
0,5.7,1080,13.7,4,27,2,1266
0,6.1,918,14.1,4,24,2,1267
0,6.1,892,14.5,3,20,2,1268
0,6.6,1035,17.2,3,17,2,1269
0,7.1,940,19.1,3,14,1,1270
0,7.5,949,21.1,3,14,1,1271
0,6.6,971,20.7,3,14,1,1272
1.6,7.1,1019,23.4,3,14,1,1273
0.8,7.1,994,21.9,3,14,1,1274
2.7,7.5,1072,25.4,3,15,1,1275
2.3,7.5,1097,25.8,3,15,1,1276
6.6,8.5,1152,27.3,3,16,1,1277
0,5.7,1045,19.1,3,16,1,1278
0,6.1,960,16,3,16,1,1279
2.7,8,1039,21.5,3,15,1,1280
9,10.4,1309,32,3,16,1,1281
3.1,8.5,1198,25,3,17,1,1282
14.1,12.7,1447,35.9,3,18,1,1283
2.3,9.4,1471,29.3,3,20,1,1284
10.9,10.8,1461,30.1,3,21,1,1285
5.1,8.9,1462,26.2,3,21,1,1286
9.8,9.4,1501,26.6,3,22,1,1287
10.5,10.4,1563,28.1,3,23,1,1288
10.5,10.4,1611,28.5,3,23,1,1289
4.7,8.5,1566,22.7,3,24,1,1290
6.6,8.9,1573,21.1,3,24,1,1291
1.2,8,1625,21.1,3,24,1,1292
1.6,7.5,1640,18.8,3,25,1,1293
0,7.1,1516,13.3,3,26,1,1294
